Name                                          ,State       ,Host                         ,Guest OS                                        ,IP Address                                                                                                                                                                                                                                                                                                                                                              ,DNS Name
p1vexpwyeapl002,Powered On,p1pucsgenhyp048.ncsecu.local,Other (32-bit),"172.23.24.31, 172.23.23.31",vcse4
p1vformgrapl001,Powered On,p1pucsgenhyp066.ncsecu.local,Other 2.6.x Linux (64-bit),172.22.80.15,p1vformgrapl1
p1vgmgvfmapp001,Powered On,p1pucsgenhyp048.ncsecu.local,CentOS 4/5/6/7 (64-bit),"172.22.80.135, fe80::250:56ff:fe89:ab4b",p1vgmgvfmapp001
p1vhgsocaut001,Powered On,p1pucsgenhyp065.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.122.97, fe80::250:56ff:fe89:30a4",p1vhgsocaut001
p1vhgsocrem001,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.122.95,p1vhgsocrem001.ncsecu.local
p1vhgsocrem002,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.122.96,p1vhgsocrem002.ncsecu.local
p1vilcposapi701,Powered On,p1pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),,
p1vilcposapi702,Powered On,p1pucsgenhyp053.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.39.49,p1vilcposapi702.ncsecu.local
p1vilcposapi703,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.39.50,p1vilcposapi703.ncsecu.local
p1vilcposapi704,Powered On,p1pucsgenhyp067.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.39.51,p1vilcposapi704.ncsecu.local
p1vilcposapi705,Powered On,p1pucsgenhyp053.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.39.52,p1vilcposapi705.ncsecu.local
p1vilcposapi706,Powered On,p1pucsgenhyp016.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.39.53,p1vilcposapi706.ncsecu.local
p1vilcposdbs301,Powered On,p1pucsgenhyp067.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.40.39, 172.22.40.48",p1vilcposdbs301.ncsecu.local
p1vilcposdbs302,Powered On,p1pucsgenhyp017.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.40.40,p1vilcposdbs302.ncsecu.local
p1vilcposdbs303,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.40.41, 172.22.40.47",p1vilcposdbs303.ncsecu.local
p1vilcposdbs304,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.40.42, 172.22.40.49",p1vilcposdbs304.ncsecu.local
p1vilcposrpt305,Powered On,p1pucsgenhyp061.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.40.43,p1vilcposrpt305.ncsecu.local
p1vilcposweb401,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.38.27,p1vilcposweb401.ncsecu.local
p1vilcposweb402,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.38.28,p1vilcposweb402.ncsecu.local
p1vilcposweb403,Powered On,p1pucsgenhyp067.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.38.29,p1vilcposweb403.ncsecu.local
p1vilcposweb404,Powered On,p1pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.38.30,p1vilcposweb404.ncsecu.local
p1vilcposweb451,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.23.0.46,p1vilcposweb451
p1vilcposweb452,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.23.0.47,p1vilcposweb452
p1vilcposweb454,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.23.0.48,p1vilcposweb454
p1vilcposweb455,Powered On,p1pucsgenhyp060.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.23.0.49,p1vilcposweb455
p1vinsuraapp001,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.167,P1VINSURAAPP001.ncsecu.local
p1vinsuraapp002,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.168,p1vinsuraapp002.ncsecu.local
p1vinsuradbs001,Powered On,p1pucsgenhyp016.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.34.183, fe80::a9ad:c654:2374:f3e2",P1VINSURADBS001.ncsecu.local
p1vinsuraoth001,Powered On,p1pucsgenhyp020.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.169,P1VINSURAOTH001.ncsecu.local
p1vinsuraweb001,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.32.85,P1VINSURAWEB001.ncsecu.local
p1vinsuraweb002,Powered On,p1pucsgenhyp061.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.32.86,p1vinsuraweb002.ncsecu.local
p1vintlnxapp002,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.33.154, fe80::250:56ff:fe89:b752",p1vintlnxapp002.ncsecu.local
p1vintlnxapp01,Powered On,p1pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.92,p1vintlnxapp01.ncsecu.local
p1vintlnxoth003,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.33.155, fe80::250:56ff:fe89:cc7a",p1vintlnxoth003
p1vintlnxoth004,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.33.156, fe80::250:56ff:fe89:72b0",p1vintlnxoth004
p1vintlnxoth005,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.33.157, fe80::250:56ff:fe89:db86",p1vintlnxoth005
p1vintlnxoth006,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.33.158, fe80::250:56ff:fe89:2ba0",p1vintlnxoth006
p1vintlnxweb001,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.32.72, fe80::250:56ff:fe89:7803",p1vintlnxweb001
p1vintranweb001,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.32.199,p1vintranweb001.ncsecu.local
p1vintranweb002,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.32.200,p1vintranweb002.ncsecu.local
p1vivrxxxapp001-clone,Powered Off,p2pucsgenhyp026.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),,p1vivrxxxapp001.ncsecu.local
p1vivrxxxapp006,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.44.97,p1vivrxxxapp006.ncsecu.local
p1vivrxxxapp007,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.44.98,p1vivrxxxapp007.ncsecu.local
p1vivrxxxapp008,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.44.99,p1vivrxxxapp008.ncsecu.local
p1vivrxxxapp009,Powered On,p1pucsgenhyp053.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.44.100,p1vivrxxxapp009.ncsecu.local
p1vivrxxxapp011,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.44.92, 172.22.32.192",p1vivrxxxapp011.ncsecu.local
p1vivrxxxapp012,Powered On,p1pucsgenhyp016.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.44.93, 172.22.32.193",p1vivrxxxapp012.ncsecu.local
p1vivrxxxapp013,Powered On,p1pucsgenhyp020.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.44.94, 172.22.32.194",p1vivrxxxapp013.ncsecu.local
p1vivrxxxapp014,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.44.95, 172.22.32.195",p1vivrxxxapp014.ncsecu.local
p1vivrxxxapp015,Powered On,p1pucsgenhyp060.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.44.96, 172.22.32.196",p1vivrxxxapp015.ncsecu.local
p1vivrxxxdbs005,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.34.77, 172.22.34.222",p1vivrxxxdbs005.ncsecu.local
p1vivrxxxdbs006,Powered On,p1pucsgenhyp023.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.34.78, 172.22.34.221",p1vivrxxxdbs006.ncsecu.local
p1vkafkalapp001,Powered Off,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 8 (64-bit),,p1vkafkalapp001.ncsecu.local
p1vkafkalapp002,Powered Off,p1pucsgenhyp039.ncsecu.local,Red Hat Enterprise Linux 8 (64-bit),,p1vkafkalapp002.ncsecu.local
p1vkibanaapp001,Powered Off,p1pucsgenhyp031.ncsecu.local,Red Hat Enterprise Linux 8 (64-bit),,p1vkibanaapp001.ncsecu.local
p1vmcafeeapp001,Powered Off,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),,
p1vmcafeeapp002,Powered Off,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),,
p1vmidtirdbs001,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.34.158, 172.22.34.160",p1vmidtirdbs001.ncsecu.local
p1vmidtirdbs002,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.34.161, 172.22.34.159",p1vmidtirdbs002.ncsecu.local
p1vmorbotapp001,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.51,p1vmorbotapp001.ncsecu.local
p1vmorbotapp002,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.52,p1vmorbotapp002.ncsecu.local
p1vmorbotapp003,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.53,p1vmorbotapp003.ncsecu.local
p1vmorbotdbs001,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.34.41, 172.22.34.46",p1vmorbotdbs001.ncsecu.local
p1vmorbotdbs002,Powered On,p1pucsgenhyp023.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.34.45, 172.22.34.42",p1vmorbotdbs002.ncsecu.local
p1vmorbotrpt001,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.54,p1vmorbotrpt001.ncsecu.local
p1vmorbotweb001,Powered On,p1pucsgenhyp023.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.23.20.13,p1vmorbotweb001
p1vmorbotweb002,Powered On,p1pucsgenhyp031.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.23.20.14,p1vmorbotweb002
p1vnacisepro004,Powered On,p1pucsgenhyp021.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"169.254.2.1, 172.22.80.90, 172.22.119.84, 169.254.0.228",P1PNACISEPRO004
p1vnsightapl002,Powered On,p1pucsgenhyp016.ncsecu.local,CentOS 4/5/6/7 (64-bit),"172.22.82.96, fe80::3494:a436:c39b:ba45",p1vnsightapl002.ncsecu.local
p1vnsightapp001,Powered On,p1pucsgenhyp011.ncsecu.local,CentOS 4/5/6/7 (64-bit),"172.22.81.44, 192.168.20.21, 172.17.35.0, fe80::250:56ff:fe89:3618, fe80::dc87:47ff:fed1:d8ce, fe80::f8c1:e4ff:fedf:8f9a",p1vnsightapp001.ncsecu.local
p1vonespnapp001,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.1.108, fe80::250:56ff:fe81:b028",p1vonespnapp001
p1vonespnapp002,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.1.109, fe80::250:56ff:fe81:7e17",p1vonespnapp002
p1vonespnapp051,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.1.110, fe80::250:56ff:fe81:b127",p1vonespnapp051
p1vonespnapp052,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.1.111, fe80::250:56ff:fe81:19cf",p1vonespnapp052
p1vonespndbs001,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.2.84, 172.22.2.86, 172.22.2.87",p1vonespndbs001.ncsecu.local
p1vonespndbs002,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.2.85,p1vonespndbs002.ncsecu.local
p1vonespnmgt001,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.1.107, fe80::250:56ff:fe81:fb64",p1vonespnmgt001
p1vonespnweb001,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.0.57, fe80::250:56ff:fe81:36cd",p1vonespnweb001
p1vonespnweb002,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.0.58, fe80::250:56ff:fe81:4087",p1vonespnweb002
p1vonespnweb011,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.23.28.16, fe80::250:56ff:fe81:e09f",p1vonespnweb011
p1vonespnweb012,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.23.28.17, fe80::250:56ff:fe81:b1f6",p1vonespnweb012
p1vothaciapp001,Powered On,p1pucsgenhyp060.ncsecu.local,Other Linux (64-bit),"172.22.80.185, fe80::250:56ff:fe89:abaa",p1v0thaciapp001
p1vpamncpapp001,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.122.129,p1vpamncpapp001.ncsecu.local
p1vpampcpapp001,Powered On,p1pucsgenhyp030.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.122.128,p1vpampcpapp001.ncsecu.local
p1vpanoraapl001,Powered On,p1pucsgenhyp031.ncsecu.local,CentOS 4/5 (64-bit),"172.22.80.11, fe80::250:56ff:fe89:5042",p1vpanoraapl1
p1vplatfmapp001,Powered On,p2pucsgenhyp019.ncsecu.local,Ubuntu Linux (64-bit),172.24.121.77,platform1
p1vplatfmapp002,Powered On,p2pucsgenhyp047.ncsecu.local,Ubuntu Linux (64-bit),172.24.121.78,platform2
p1vplatfmapp003,Powered On,p2pucsgenhyp048.ncsecu.local,Ubuntu Linux (64-bit),172.24.121.79,platform3
p1vpmtpepapp002,Powered Off,p1pucsgenhyp068.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),,
p1vppatrpapl001,Powered On,p1pucsgenhyp009.ncsecu.local,CentOS 4/5/6/7 (64-bit),"172.22.1.103, 172.31.250.1, 172.31.251.1, fe80::250:56ff:fe89:40f, fe80::42:1bff:fe91:61c9",P1VPPATRPAPL001
p1vqatracapp001,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.171,p1vqatracapp001.ncsecu.local
p1vremedyrpt001,Powered On,p1pucsgenhyp030.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.32.98, fe80::250:56ff:fe89:1e25",p1vremedyrpt001
p1vricopdapp001,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.1.251,p1vricopdapp001.ncsecu.local
p1vsamorapp001,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.1.140, fe80::3f7c:c85e:b53d:9426",p1vsamorapp001
p1vsannavapp001,Powered On,p1pucsgenhyp039.ncsecu.local,CentOS 7 (64-bit),172.22.83.26,p1vsannavapp001
p1vscptgtapp001,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 8 (64-bit),"172.22.81.42, fe80::471f:5c4f:74e5:9763",p1vscptgtapp001
p1vsecutlapp001,Powered On,p1pucsgenhyp058.ncsecu.local,Red Hat Enterprise Linux 7 (64-bit),"172.22.80.96, 172.18.0.1",secutil01
p1vshpsecapl001,Powered On,p1pucsgenhyp001.ncsecu.local,CentOS 4/5/6/7 (64-bit),,
p1vshpsecapl002,Powered On,p1pucsgenhyp009.ncsecu.local,CentOS 4/5/6/7 (64-bit),,
p1vshpsecapl003,Powered On,p1pucsgenhyp009.ncsecu.local,CentOS 4/5/6/7 (64-bit),,
p1vshpsecapl004,Powered On,p1pucsgenhyp058.ncsecu.local,CentOS 4/5/6/7 (64-bit),,
p1vshpsecapl005,Powered On,p1pucsgenhyp048.ncsecu.local,CentOS 4/5/6/7 (64-bit),,
p1vshpsecapl006,Powered On,p1pucsgenhyp001.ncsecu.local,CentOS 4/5/6/7 (64-bit),,
p1vsmaprxapl001,Powered On,p1pucsgenhyp061.ncsecu.local,FreeBSD (64-bit),,
p1vstxdcemgt001,Powered Off,p1pucsgenhyp056.ncsecu.local,Other Linux (64-bit),,
p1vstxdcomgt001,Powered On,p1pucsgenhyp024.ncsecu.local,CentOS 8 (64-bit),,
p1vswdcorapp101,Powered On,p1pucsgenhyp031.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.119.62,P1VSWDCORAPP101.ncsecu.local
p1vswdcordbs101,Powered On,p1pucsgenhyp068.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.119.63, 172.22.119.70, 172.22.119.71",p1vswdcordbs101.ncsecu.local
p1vswdcordbs201,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.119.64,p1vswdcordbs201.ncsecu.local
p1vswdwpmapp001,Powered On,p1pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.122.81,p1vswdwpmapp001.ncsecu.local
p1vtnblnsapl011,Powered On,p1pucsgenhyp040.ncsecu.local,CentOS 4/5 (64-bit),"172.22.119.110, fe80::250:56ff:fe89:30ca",p1vtnblnsapl011
p1vtnblnsapl012,Powered On,p1pucsgenhyp016.ncsecu.local,CentOS 4/5 (64-bit),"172.22.119.111, fe80::250:56ff:fe89:c73b",p1vtnblnsapl012
p1vtnblnsapl013,Powered On,p1pucsgenhyp065.ncsecu.local,CentOS 4/5 (64-bit),"172.22.119.112, fe80::250:56ff:fe89:3801",p1vtnblnsapl013
p1vtnblnsapl014,Powered On,p1pucsgenhyp021.ncsecu.local,CentOS 4/5 (64-bit),"172.23.22.21, fe80::250:56ff:fe89:804e",p1vtnblnsapl014
p1vtnblnsapl015,Powered On,p1pucsgenhyp065.ncsecu.local,CentOS 4/5 (64-bit),"172.22.80.120, fe80::250:56ff:fe89:7f6e",p1vtnblnsapl015
p1vtnblnsapl016,Powered On,p1pucsgenhyp016.ncsecu.local,CentOS 4/5 (64-bit),"172.22.33.40, fe80::250:56ff:fe89:1c35",p1vtnblnsapl016
p1vtnblnsapl017,Powered On,p1pucsgenhyp016.ncsecu.local,CentOS 4/5 (64-bit),"172.22.1.50, fe80::250:56ff:fe89:3e2a",p1vtnblnsapl017
p1vtnblnsapl018,Powered On,p1pucsgenhyp060.ncsecu.local,CentOS 4/5 (64-bit),"172.22.129.50, fe80::250:56ff:fe89:119b",p1vtnblnsapl018
p1vtpgtpgapp001,Powered On,p1pucsgenhyp067.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.1.209,p1vtpgtpgapp001.ncsecu.local
p1vtrndsmapp001,Powered Off,p1pucsgenhyp011.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),,
p1vucmdbxapp024,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.23.22.24,p1vucmdbxapp024
p1vuseridapl001,Powered On,p1pucsgenhyp068.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.119.27,p1vuseridapl001.ncsecu.local
p1vuseridapl002,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.119.26,p1vuseridapl002.ncsecu.local
p1vutiltyapp001,Powered On,p1pucsgenhyp060.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.81.32,p1vutiltyapp001.ncsecu.local
p1vvbondxapp001,Powered On,p1pucsgenhyp032.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"127.1.0.1, 172.23.16.20, fe80::200:ff:fe00:1, fe80::bc8c:faff:fe4d:13a4, fe80::250:56ff:fe89:2cfc, fe80::3c:7eff:fe03:a4a8, fe80::20c:bdff:fe06:67c6, fe80::200:ff:fe00:1",vBond1
p1vvdiutlapp001,Powered On,p1pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.81.254,p1vvdiutlapp001.ncsecu.local
p1vvenafiapp001,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.122.90,p1vvenafiapp001.ncsecu.local
p1vvmanagapp001,Powered On,p1pucsgenhyp021.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.23.16.131, 172.17.0.1, 169.254.8.1, 169.254.0.254, fd00::fffe, fe80::d0a7:42ff:fe0f:a7, fe80::250:56ff:fe89:2db2, fe80::8844:e0ff:fe78:8542, fe80::3c86:90ff:fe1f:98bf, fe80::64b5:52ff:fefc:e446, fe80::d04f:faff:fe61:8b5d, fe80::a445:77ff:fec3:f951, fe80::42:9aff:fe75:ee81, fe80::2c87:5fff:fe24:d4f3, fe80::10d8:caff:fece:5d2e, fe80::2ce3:f5ff:fe4d:31b2",vManage
p1vvmwlcmapp001,Powered On,p1pucsgenhyp012.ncsecu.local,Other 3.x or later Linux (64-bit),172.22.81.25,p1vvmwlcmapp001.ncsecu.local
p1vvmwlogapp001,Powered On,p1pucsgenhyp013.ncsecu.local,SUSE Linux Enterprise 11 (64-bit),"172.22.81.18, 172.22.81.17",p1vvmwlogapp001.ncsecu.local
p1vvmwlogapp002,Powered On,p1pucsgenhyp012.ncsecu.local,SUSE Linux Enterprise 11 (64-bit),172.22.81.19,p1vvmwlogapp002.ncsecu.local
p1vvmwlogapp003,Powered On,p1pucsgenhyp013.ncsecu.local,SUSE Linux Enterprise 11 (64-bit),172.22.81.20,p1vvmwlogapp003.ncsecu.local
p1vvmwnsxapp001,Powered On,p1pucsgenhyp012.ncsecu.local,Ubuntu Linux (64-bit),172.22.81.57,p1vvmwnsxapp001
p1vvmwnsxapp002,Powered On,p1pucsgenhyp011.ncsecu.local,Other Linux (64-bit),172.22.81.15,p1vvmwnsxapp002.ncsecu.local
p1vvmwopsapp001,Powered On,p1pucsgenhyp013.ncsecu.local,SUSE Linux Enterprise 11 (64-bit),"172.22.81.16, fe80::250:56ff:fe89:16de",p1vvmwopsapp001
p1vvmwpxeapp001,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 8 (64-bit),"172.22.81.43, fe80::cf35:2c41:7c70:4836",p1vvmwpxeapp001
p1vvmwskyapp001,Powered On,p1pucsgenhyp011.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),172.22.81.50,p1vvmwskyapp001.ncsecu.local
p1vvmwvcrapp001,Powered On,p1pucsgenhyp012.ncsecu.local,Other 3.x or later Linux (64-bit),172.22.81.10,p1vvmwvcrapp001.ncsecu.local
p1vvmwvcrapp002,Powered On,p1pucsgenhyp012.ncsecu.local,Other 3.x or later Linux (64-bit),172.22.81.11,p1vvmwvcrapp002.ncsecu.local
p1vvmwvcrapp003,Powered On,p1pucsgenhyp012.ncsecu.local,Other 3.x or later Linux (64-bit),172.22.81.12,p1vvmwvcrapp003.ncsecu.local
p1vvmwvcrapp004-o,Powered Off,p1pucsgenhyp011.ncsecu.local,Other 3.x or later Linux (64-bit),,
p1vvmwvcrapp004.ncsecu.local,Powered On,p1pucsgenhyp011.ncsecu.local,Other 3.x or later Linux (64-bit),172.22.81.13,p1vvmwvcrapp004.ncsecu.local
p1vvmwvraapp001,Powered On,p1pucsgenhyp012.ncsecu.local,Other 3.x or later Linux (64-bit),172.22.81.26,p1vvmwvraapp001.ncsecu.local
p1vvmwvraapp002,Powered On,p1pucsgenhyp011.ncsecu.local,Other 3.x or later Linux (64-bit),172.22.81.27,p1vvmwvraapp002.ncsecu.local
p1vvmwvraapp003,Powered On,p1pucsgenhyp011.ncsecu.local,Other 3.x or later Linux (64-bit),172.22.81.28,p1vvmwvraapp003.ncsecu.local
p1vvmwwoaapp001,Powered On,p1pucsgenhyp012.ncsecu.local,SUSE Linux Enterprise 11 (64-bit),172.22.81.45,p1vvmwwoaapp001.ncsecu.local
p1vvmwwoaapp002,Powered On,p1pucsgenhyp011.ncsecu.local,SUSE Linux Enterprise 11 (64-bit),"172.22.81.46, 172.22.81.49",p1vvmwwoaapp002.ncsecu.local
p1vvmwwoaapp003,Powered On,p1pucsgenhyp012.ncsecu.local,SUSE Linux Enterprise 11 (64-bit),172.22.81.47,p1vvmwwoaapp003.ncsecu.local
p1vvsmartapp001,Powered On,p1pucsgenhyp016.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.23.16.130, fe80::250:56ff:fe89:4de7",vSmart1
p1vvsobkoapp001,Powered On,p1pucsgenhyp030.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.1.60,p1vvsobkoapp001
p1vvsobkoapp002,Powered On,p1pucsgenhyp068.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.1.61,p1vvsobkoapp002
p1vvsobkoapp051,Powered On,p1pucsgenhyp016.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.1.62,p1vvsobkoapp051
p1vvsobkoapp052,Powered On,p1pucsgenhyp016.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.1.63,p1vvsobkoapp052
p1vvsobkooth001,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.1.238,p1vvsobkooth001.ncsecu.local
p1vvsobkoweb001,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.0.33,p1vvsobkoweb001
p1vvsobkoweb002,Powered On,p1pucsgenhyp029.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.0.34,p1vvsobkoweb002
p1vvynsecapp001,Powered On,p1pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.67,p1vvynsecapp001.ncsecu.local
p1vynamicapp001,Powered On,p1pucsgenhyp029.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.44.117,p1vynamicapp001.ncsecu.local
p1vynamicapp002,Powered On,p1pucsgenhyp029.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.44.118,p1vynamicapp002.ncsecu.local
